Date,Month,OMR,Sac.cfs,SJR.cfs
12/31/1931,12,-5000,19595,2477
2/29/1932,2,-5000,24114,6210
6/30/1932,6,-5000,16518,2159
1/31/1933,1,-5000,15689,2070
2/28/1933,2,-5000,16319,2020
6/30/1935,6,-5000,14155,2581
10/31/1935,10,-5000,8417,2747
11/30/1935,11,-5000,9099,2005
6/30/1936,6,-5000,12780,2680
1/31/1937,1,-5000,14169,3508
12/31/1937,12,-5000,59976,7968
1/31/1938,1,-5000,31091,9222
2/28/1939,2,-5000,14365,3091
2/29/1940,2,-5000,59522,5573
6/30/1940,6,-5000,13323,2387
7/31/1940,7,-5000,22356,1719
12/31/1940,12,-5000,30933,4230
12/31/1941,12,-5000,44621,5489
1/31/1942,1,-5000,62524,12289
6/30/1942,6,-5000,11839,6649
10/31/1942,10,-5000,11825,2885
12/31/1942,12,-5000,28252,4469
2/28/1943,2,-5000,50737,11904
10/31/1943,10,-5000,12010,2731
1/31/1944,1,-5000,13838,2206
6/30/1944,6,-5000,15457,2139
9/30/1944,9,-5000,9016,1811
10/31/1944,10,-5000,8370,2420
12/31/1944,12,-5000,17638,2501
1/31/1945,1,-5000,14300,2428
6/30/1945,6,-5000,14369,2409
8/31/1945,8,-5000,10708,1999
12/31/1945,12,-5000,55888,6961
1/31/1946,1,-5000,45227,6721
2/28/1946,2,-5000,19498,4684
6/30/1946,6,-5000,13507,2340
10/31/1946,10,-5000,9004,2334
1/31/1947,1,-5000,10794,2593
6/30/1947,6,-5000,15605,1299
7/31/1947,7,-5000,12883,943
9/30/1947,9,-5000,9462,1581
10/31/1947,10,-5000,9422,1890
6/30/1948,6,-5000,13085,2153
1/31/1949,1,-5000,11719,1488
2/28/1949,2,-5000,17567,1805
6/30/1949,6,-5000,14065,1791
8/31/1949,8,-5000,10377,1351
6/30/1950,6,-5000,12454,2421
6/30/1951,6,-5000,15642,1891
12/31/1951,12,-5000,40785,2116
1/31/1952,1,-5000,66451,8797
2/29/1952,2,-5000,66666,8968
12/31/1952,12,-5000,36203,2484
1/31/1953,1,-5000,69940,7188
6/30/1953,6,-5000,13276,1859
1/31/1955,1,-5000,20144,2197
2/28/1955,2,-5000,15501,1747
12/31/1955,12,-5000,52534,12765
6/30/1956,6,-5000,12968,6205
7/31/1956,7,-5000,15625,3009
10/31/1956,10,-5000,12135,2703
1/31/1957,1,-5000,13407,1963
6/30/1957,6,-5000,12519,1885
12/31/1957,12,-5000,25298,1727
6/30/1958,6,-5000,14955,8422
2/28/1959,2,-5000,48150,6281
10/31/1959,10,-5000,8915,1820
11/30/1959,11,-5000,9566,1539
1/31/1960,1,-5000,12644,1340
6/30/1960,6,-5000,16198,1139
8/31/1960,8,-5000,10220,1074
9/30/1960,9,-5000,9014,1521
10/31/1960,10,-5000,8923,1644
1/31/1961,1,-5000,12590,1284
6/30/1961,6,-5000,15586,988
7/31/1961,7,-5000,13756,761
9/30/1961,9,-5000,9270,1347
11/30/1961,11,-5000,9935,1318
1/31/1962,1,-5000,11036,1138
2/28/1962,2,-5000,52298,5289
6/30/1962,6,-5000,13279,1865
12/31/1962,12,-5000,28887,1494
6/30/1963,6,-5000,15963,2674
2/29/1964,2,-5000,16870,2084
6/30/1964,6,-5000,15187,1182
9/30/1964,9,-5000,8650,1505
10/31/1964,10,-5000,8890,1766
12/31/1964,12,-5000,45921,2416
1/31/1965,1,-5000,77272,11405
10/31/1965,10,-5000,11881,2547
6/30/1966,6,-5000,13876,1378
9/30/1966,9,-5000,9117,1616
10/31/1966,10,-5000,9527,1873
12/31/1966,12,-5000,38687,2633
1/31/1967,1,-5000,42617,4321
6/30/1968,6,-5000,16687,1300
10/31/1968,10,-5000,9285,1806
12/31/1968,12,-5000,25103,1779
12/31/1969,12,-5000,43276,4981
2/28/1970,2,-5000,64321,10135
6/30/1970,6,-5000,14972,1432
12/31/1970,12,-5000,57816,1720
6/30/1971,6,-5000,12984,1751
12/31/1971,12,-5000,19596,1929
6/30/1972,6,-5000,14945,1201
12/31/1972,12,-5000,28005,1702
2/28/1973,2,-5000,69361,7861
6/30/1973,6,-5000,16564,2148
12/31/1973,12,-5000,63364,3134
1/31/1974,1,-5000,75659,9417
2/28/1974,2,-5000,42328,6135
6/30/1974,6,-5000,13747,2797
10/31/1974,10,-5000,12180,3273
1/31/1975,1,-5000,13731,2774
2/28/1975,2,-5000,52223,9002
6/30/1975,6,-5000,14123,4424
2/29/1976,2,-5000,13283,2391
3/31/1976,3,-5000,14342,1675
7/31/1976,7,-5000,11928,1125
12/31/1976,12,-5000,8951,1273
2/28/1977,2,-5000,12220,1245
12/31/1977,12,-5000,16697,1247
2/28/1978,2,-5000,51991,9329
10/31/1978,10,-5000,12400,2423
6/30/1979,6,-5000,16381,2018
9/30/1980,9,-5000,16956,2404
10/31/1980,10,-5000,11960,3006
6/30/1981,6,-5000,15957,1471
8/31/1981,8,-5000,10535,1334
12/31/1981,12,-5000,70295,1847
7/31/1983,7,-5000,12935,12984
6/30/1984,6,-5000,16644,2394
1/31/1985,1,-5000,12584,2220
2/28/1985,2,-5000,18717,2856
6/30/1985,6,-5000,15814,1338
10/31/1986,10,-5000,12192,3675
1/31/1987,1,-5000,14124,1659
12/31/1987,12,-5000,18472,1400
2/29/1988,2,-5000,21747,1356
6/30/1988,6,-5000,15200,960
1/31/1989,1,-5000,14705,1211
6/30/1989,6,-5000,14322,907
8/31/1989,8,-5000,10503,1016
10/31/1989,10,-5000,9272,1645
1/31/1990,1,-5000,18647,1195
2/28/1990,2,-5000,16891,1516
6/30/1990,6,-5000,15541,807
1/31/1992,1,-5000,10750,973
6/30/1993,6,-5000,14838,4967
10/31/1993,10,-5000,12341,2580
1/31/1994,1,-5000,13104,1335
2/28/1994,2,-5000,24966,2320
7/31/1995,7,-5000,9782,13263
12/31/1995,12,-5000,25481,2297
1/31/1996,1,-5000,50605,4969
6/30/1996,6,-5000,11813,3098
6/30/1997,6,-5000,17373,3504
9/30/1997,9,-5000,14615,2334
12/31/1998,12,-5000,39412,4414
6/30/1999,6,-5000,14215,2069
2/29/2000,2,-5000,64721,14259
12/31/2000,12,-5000,9831,1888
1/31/2001,1,-5000,16153,2018
12/31/2001,12,-5000,35658,1790
6/30/2002,6,-5000,14825,1109
8/31/2002,8,-5000,11143,1209
12/31/2002,12,-5000,40364,1591
6/30/2003,6,-5000,12792,1206
3/31/1922,3,-3500,35195,11187
5/31/1922,5,-3500,41639,9471
3/31/1923,3,-3500,13512,4496
6/30/1923,6,-3500,10468,2966
10/31/1924,10,-3500,7170,1868
11/30/1924,11,-3500,7304,1590
3/31/1925,3,-3500,17524,2408
8/31/1925,8,-3500,8215,1415
3/31/1926,3,-3500,16301,1766
3/31/1927,3,-3500,44264,3579
3/31/1928,3,-3500,73169,6767
3/31/1929,3,-3500,14428,1686
3/31/1930,3,-3500,30238,1906
8/31/1930,8,-3500,8720,1225
10/31/1930,10,-3500,7373,1976
10/31/1932,10,-3500,6624,2602
11/30/1932,11,-3500,7600,1862
1/31/1934,1,-3500,20435,1757
12/31/1934,12,-3500,10325,1625
1/31/1935,1,-3500,29360,2319
3/31/1935,3,-3500,27966,2937
1/31/1936,1,-3500,39431,2919
3/31/1936,3,-3500,30089,7531
11/30/1936,11,-3500,9081,1955
2/28/1937,2,-3500,35830,18424
3/31/1937,3,-3500,37002,12226
5/31/1937,5,-3500,14696,13034
6/30/1938,6,-3500,21450,15300
1/31/1939,1,-3500,10826,2493
3/31/1939,3,-3500,11548,3619
12/31/1939,12,-3500,8860,1562
1/31/1940,1,-3500,30855,3072
3/31/1940,3,-3500,69925,14407
4/30/1940,4,-3500,56319,11935
3/31/1941,3,-3500,62748,14260
6/30/1941,6,-3500,9766,7698
3/31/1942,3,-3500,23904,8042
3/31/1944,3,-3500,21265,3639
8/31/1944,8,-3500,9500,1477
3/31/1945,3,-3500,21501,8518
3/31/1946,3,-3500,20724,5440
3/31/1947,3,-3500,20614,1581
8/31/1947,8,-3500,8620,1105
1/31/1948,1,-3500,14434,1426
3/31/1948,3,-3500,16751,1596
3/31/1949,3,-3500,47815,2469
1/31/1950,1,-3500,24426,1843
3/31/1950,3,-3500,20206,2108
3/31/1951,3,-3500,32057,7615
3/31/1952,3,-3500,60663,14322
3/31/1953,3,-3500,23527,3835
1/31/1954,1,-3500,32767,1519
3/31/1954,3,-3500,46438,2529
6/30/1954,6,-3500,11363,1891
3/31/1955,3,-3500,13876,1847
8/31/1955,8,-3500,9484,1279
3/31/1957,3,-3500,43037,4337
1/31/1959,1,-3500,30222,2769
3/31/1959,3,-3500,16434,3686
6/30/1959,6,-3500,13440,1217
3/31/1960,3,-3500,21323,1553
3/31/1961,3,-3500,20127,1412
8/31/1961,8,-3500,8770,882
3/31/1962,3,-3500,23553,3660
3/31/1963,3,-3500,29263,2462
1/31/1964,1,-3500,24723,2416
3/31/1964,3,-3500,12042,1606
3/31/1965,3,-3500,19219,4963
7/31/1965,7,-3500,16621,2347
1/31/1966,1,-3500,34206,4695
3/31/1966,3,-3500,25138,4227
3/31/1967,3,-3500,53166,11875
5/31/1967,5,-3500,38925,15035
6/30/1967,6,-3500,19680,16385
1/31/1968,1,-3500,26777,2480
3/31/1968,3,-3500,33565,4617
7/31/1969,7,-3500,12868,5166
8/31/1969,8,-3500,11426,3597
3/31/1970,3,-3500,34824,9308
3/31/1971,3,-3500,49428,2682
3/31/1972,3,-3500,29856,1547
3/31/1973,3,-3500,50763,8841
3/31/1974,3,-3500,72458,10741
3/31/1975,3,-3500,61099,10190
1/31/1976,1,-3500,9965,1790
9/30/1977,9,-3500,7318,1004
3/31/1978,3,-3500,58992,9677
6/30/1978,6,-3500,9404,6960
1/31/1979,1,-3500,23558,6467
3/31/1979,3,-3500,27548,10496
7/31/1980,7,-3500,13780,3757
1/31/1981,1,-3500,21129,2353
3/31/1981,3,-3500,23358,4168
11/30/1982,11,-3500,32223,15290
3/31/1984,3,-3500,33810,8566
10/31/1984,10,-3500,9240,3577
3/31/1985,3,-3500,13592,2505
1/31/1986,1,-3500,26697,1659
3/31/1987,3,-3500,24523,2509
7/31/1988,7,-3500,10760,750
9/30/1988,9,-3500,7425,1374
3/31/1989,3,-3500,55744,1432
12/31/1989,12,-3500,8746,1277
9/30/1990,9,-3500,7774,1320
11/30/1990,11,-3500,12809,1445
1/31/1991,1,-3500,7883,1020
9/30/1991,9,-3500,7719,1218
9/30/1992,9,-3500,7606,974
1/31/1993,1,-3500,58616,4736
3/31/1993,3,-3500,49245,3634
7/31/1994,7,-3500,10320,659
11/30/1994,11,-3500,15347,1217
1/31/1995,1,-3500,71697,4728
6/30/1995,6,-3500,17619,16537
5/31/1996,5,-3500,30447,7828
10/31/1996,10,-3500,11011,2713
1/31/1998,1,-3500,35815,4018
3/31/1999,3,-3500,58731,7398
1/31/2000,1,-3500,23720,2840
3/31/2000,3,-3500,52155,11840
3/31/2001,3,-3500,22454,3339
8/31/2001,8,-3500,8955,1117
3/31/2002,3,-3500,20043,1938
3/31/2003,3,-3500,26549,1715
10/31/1921,10,-2000,13317,2470
4/30/1922,4,-2000,32053,9523
5/31/1923,5,-2000,12731,5646
3/31/1924,3,-2000,13184,1292
5/31/1924,5,-2000,7913,1345
6/30/1924,6,-2000,8551,978
7/31/1924,7,-2000,8461,934
8/31/1924,8,-2000,7195,1064
9/30/1924,9,-2000,5535,1460
4/30/1925,4,-2000,26280,6159
8/31/1926,8,-2000,7601,1135
4/30/1927,4,-2000,49373,8050
5/31/1927,5,-2000,15328,4603
5/31/1928,5,-2000,13727,2859
10/31/1928,10,-2000,11705,2219
5/31/1929,5,-2000,10965,1757
7/31/1929,7,-2000,9022,1073
8/31/1929,8,-2000,6980,1181
9/30/1929,9,-2000,6133,1675
10/31/1929,10,-2000,7835,1946
11/30/1929,11,-2000,5849,1655
4/30/1930,4,-2000,12666,1763
5/31/1930,5,-2000,10579,1791
3/31/1931,3,-2000,9575,1171
4/30/1931,4,-2000,11234,1060
5/31/1931,5,-2000,7694,1063
6/30/1931,6,-2000,8191,996
7/31/1931,7,-2000,9211,1010
8/31/1931,8,-2000,7232,1076
9/30/1931,9,-2000,5512,1483
10/31/1931,10,-2000,5441,1841
11/30/1931,11,-2000,12598,1423
5/31/1932,5,-2000,13602,4475
8/31/1932,8,-2000,7493,1585
5/31/1933,5,-2000,9849,2283
7/31/1933,7,-2000,8711,1232
8/31/1933,8,-2000,6865,1348
10/31/1933,10,-2000,5492,2261
4/30/1934,4,-2000,12978,1031
5/31/1934,5,-2000,10913,1029
6/30/1934,6,-2000,11333,1092
7/31/1934,7,-2000,8803,932
8/31/1934,8,-2000,7316,1054
5/31/1935,5,-2000,19217,7129
6/30/1937,6,-2000,11772,3679
4/30/1939,4,-2000,12982,2834
6/30/1939,6,-2000,12555,1217
7/31/1939,7,-2000,10938,1076
8/31/1939,8,-2000,8081,1208
11/30/1939,11,-2000,6852,1710
5/31/1940,5,-2000,12459,5208
5/31/1942,5,-2000,23734,9270
7/31/1943,7,-2000,15480,1786
5/31/1945,5,-2000,11062,5754
4/30/1946,4,-2000,16218,7997
5/31/1946,5,-2000,12333,5602
4/30/1948,4,-2000,30218,3467
5/31/1948,5,-2000,31361,2508
4/30/1949,4,-2000,13734,3156
5/31/1949,5,-2000,13974,2428
4/30/1951,4,-2000,12102,6951
5/31/1951,5,-2000,11636,3591
4/30/1952,4,-2000,55604,15439
4/30/1953,4,-2000,15101,5379
5/31/1953,5,-2000,20556,4100
4/30/1954,4,-2000,37998,5553
5/31/1954,5,-2000,15021,3476
10/31/1954,10,-2000,10021,2143
2/29/1956,2,-2000,65094,15870
4/30/1956,4,-2000,15545,8650
5/31/1957,5,-2000,16788,3256
3/31/1958,3,-2000,72188,14463
4/30/1959,4,-2000,11497,2381
5/31/1959,5,-2000,11799,1890
12/31/1959,12,-2000,7615,1433
4/30/1960,4,-2000,17453,1751
5/31/1960,5,-2000,10109,1715
5/31/1961,5,-2000,11824,1381
4/30/1962,4,-2000,13604,6808
4/30/1963,4,-2000,68350,7670
5/31/1963,5,-2000,20565,4763
4/30/1964,4,-2000,11284,2068
5/31/1964,5,-2000,13972,1727
5/31/1966,5,-2000,15124,2180
5/31/1968,5,-2000,10367,1982
10/31/1970,10,-2000,10390,2375
4/30/1971,4,-2000,24287,5322
5/31/1971,5,-2000,20147,3381
5/31/1973,5,-2000,9661,7370
5/31/1974,5,-2000,16993,5781
5/31/1975,5,-2000,26595,4775
5/31/1976,5,-2000,8626,1587
1/31/1977,1,-2000,8253,1220
4/30/1977,4,-2000,10338,1122
5/31/1977,5,-2000,6722,1366
6/30/1977,6,-2000,9091,673
7/31/1977,7,-2000,9091,571
8/31/1977,8,-2000,7898,615
10/31/1977,10,-2000,5349,1305
5/31/1980,5,-2000,10636,7433
4/30/1981,4,-2000,15857,4139
5/31/1984,5,-2000,9076,4270
4/30/1985,4,-2000,11927,2848
5/31/1986,5,-2000,8563,10745
7/31/1986,7,-2000,13814,1971
4/30/1987,4,-2000,14081,1533
6/30/1987,6,-2000,12694,1139
7/31/1987,7,-2000,10876,1013
8/31/1987,8,-2000,8036,1170
10/31/1987,10,-2000,6403,1796
5/31/1988,5,-2000,10798,1405
10/31/1988,10,-2000,5393,1325
4/30/1989,4,-2000,23396,1865
5/31/1989,5,-2000,15023,1346
10/31/1990,10,-2000,5358,1677
2/28/1991,2,-2000,11559,1302
5/31/1991,5,-2000,8057,1774
6/30/1991,6,-2000,11001,987
7/31/1991,7,-2000,9038,827
8/31/1991,8,-2000,7702,957
5/31/1992,5,-2000,11014,948
6/30/1992,6,-2000,12201,570
7/31/1992,7,-2000,9202,525
10/31/1992,10,-2000,5103,1288
4/30/1993,4,-2000,36064,5751
5/31/1993,5,-2000,17393,8558
5/31/1994,5,-2000,8418,1685
6/30/1994,6,-2000,9379,851
8/31/1994,8,-2000,7901,742
2/29/1996,2,-2000,75134,15158
3/31/1996,3,-2000,59972,13225
4/30/1997,4,-2000,15480,6835
5/31/1997,5,-2000,9508,5885
6/30/1998,6,-2000,36564,18257
5/31/2000,5,-2000,10770,4224
10/31/2000,10,-2000,8857,2800
6/30/2001,6,-2000,12913,1188
10/31/2001,10,-2000,6475,1812
4/30/2002,4,-2000,14658,2253
5/31/2002,5,-2000,10665,2077
4/30/2003,4,-2000,28326,3272
5/31/2003,5,-2000,37713,2294
