Date,Sac.cfs,SJR.cfs,Month,Year,Sub.group
1976-04-30T00:00:00Z,8924.397690399988,2341.5569957365783,4,1976,lomed
1976-05-31T00:00:00Z,7140.9268645235015,1699.7217909767078,5,1976,lolo
1976-06-30T00:00:00Z,9773.574264627536,1040.5726254292867,6,1976,lolo
1976-12-31T00:00:00Z,5983.906021696879,1217.271772511514,12,1976,lolo
1977-01-31T00:00:00Z,7513.339235640198,1479.3025621372726,1,1977,lolo
1977-02-28T00:00:00Z,7284.8115543262375,1670.9894766574432,2,1977,lolo
1977-03-31T00:00:00Z,5879.118831096912,1692.6334785280924,3,1977,lolo
1977-04-30T00:00:00Z,5117.327430014698,1722.575210849584,4,1977,lolo
1977-05-31T00:00:00Z,6720.024816249584,1395.0699567389395,5,1977,lolo
1977-06-30T00:00:00Z,11491.859436458748,957.5529936092124,6,1977,lolo
1977-12-31T00:00:00Z,14192.689587467563,1576.0809096551836,12,1977,medlo
1978-01-31T00:00:00Z,54219.243562356554,4137.809430321301,1,1978,hihi
1978-02-28T00:00:00Z,50663.5528719421,7331.172827164726,2,1978,hihi
1978-03-31T00:00:00Z,54365.6782028072,8694.921671500271,3,1978,hihi
1978-04-30T00:00:00Z,34305.350368234656,10214.990595130037,4,1978,hihi
1978-05-31T00:00:00Z,16594.478242756424,7242.716963430394,5,1978,medhi
1978-06-30T00:00:00Z,14665.161243842982,4548.389950004381,6,1978,medhi
1978-12-31T00:00:00Z,11887.083750685397,1782.5536916023627,12,1978,lolo
1979-01-31T00:00:00Z,19811.049846021913,5277.246218334115,1,1979,medhi
1979-02-28T00:00:00Z,32378.086840726304,7985.324377746499,2,1979,hihi
1979-03-31T00:00:00Z,24729.38932405292,7202.182982251742,3,1979,hihi
1979-04-30T00:00:00Z,12485.854017373693,6758.112002461664,4,1979,lohi
1979-05-31T00:00:00Z,12104.838118420497,7840.788106518077,5,1979,lohi
1979-06-30T00:00:00Z,14225.543624775853,3329.4457926405935,6,1979,medmed
1979-12-31T00:00:00Z,21911.854837709117,1836.0676380848179,12,1979,medlo
1980-01-31T00:00:00Z,66003.22378691866,12936.754104418806,1,1980,hihi
1980-02-29T00:00:00Z,67603.77666824248,24954.577226599118,2,1980,hihi
1980-03-31T00:00:00Z,45705.84504887149,14640.499922265588,3,1980,hihi
1980-04-30T00:00:00Z,17293.609227047058,9496.741996109955,4,1980,medhi
1980-05-31T00:00:00Z,12383.515725660187,8214.029034185023,5,1980,lohi
1980-06-30T00:00:00Z,10374.073997481673,7945.247001724473,6,1980,lohi
1980-12-31T00:00:00Z,13797.22899465289,1669.2239446506262,12,1980,medlo
1981-01-31T00:00:00Z,20019.15507407944,3043.4459452415117,1,1981,medmed
1981-02-28T00:00:00Z,19656.727886411918,2313.1309849769887,2,1981,medmed
1981-03-31T00:00:00Z,20099.50972833575,2578.2093576793686,3,1981,medmed
1981-04-30T00:00:00Z,10379.757056575812,2853.5682581238907,4,1981,lomed
1981-05-31T00:00:00Z,12137.750457602171,2429.425683234407,5,1981,lomed
1981-06-30T00:00:00Z,13413.066283556253,1569.3963413718993,6,1981,lolo
1981-12-31T00:00:00Z,71027.95133092522,1494.3391504336578,12,1981,hilo
1982-01-31T00:00:00Z,65996.71247025776,7299.088580957664,1,1982,hihi
1982-02-28T00:00:00Z,68595.52043515725,17399.278065833674,2,1982,hihi
1982-03-31T00:00:00Z,64719.41073132215,15106.286338616334,3,1982,hihi
1982-04-30T00:00:00Z,76360.53289029021,22984.353224833285,4,1982,hihi
1982-05-31T00:00:00Z,22795.555036934416,15098.567900652717,5,1982,medhi
1982-06-30T00:00:00Z,13054.683456983901,6372.740474471366,6,1982,lohi
1982-12-31T00:00:00Z,63085.120980322856,20554.120736375542,12,1982,hihi
1983-01-31T00:00:00Z,59224.647581010366,29370.817432338004,1,1983,hihi
1983-02-28T00:00:00Z,79057.9380811912,32823.127413655064,2,1983,hihi
1983-03-31T00:00:00Z,87222.36002975337,44716.43842314477,3,1983,hihi
1983-04-30T00:00:00Z,61078.75558263292,25524.072908928254,4,1983,hihi
1983-05-31T00:00:00Z,40168.07442574473,26159.940000398936,5,1983,hihi
1983-06-30T00:00:00Z,23875.088850625318,21775.476595022665,6,1983,medhi
1983-12-31T00:00:00Z,81389.01645741577,22550.135140840408,12,1983,hihi
1984-01-31T00:00:00Z,46291.64518545368,12039.337318091975,1,1984,hihi
1984-02-29T00:00:00Z,31576.46390549383,8471.0491295038,2,1984,hihi
1984-03-31T00:00:00Z,32558.617143019925,6092.484087179076,3,1984,hihi
1984-04-30T00:00:00Z,13508.503521230174,7167.760162613731,4,1984,medhi
1984-05-31T00:00:00Z,12365.402800544924,4440.627497377234,5,1984,lohi
1984-06-30T00:00:00Z,14140.246672146432,2539.4089189972283,6,1984,medmed
1984-12-31T00:00:00Z,24463.459860153926,1713.856788951863,12,1984,medlo
1985-01-31T00:00:00Z,13253.86815351894,1830.1591117739622,1,1985,lolo
1985-02-28T00:00:00Z,14910.33745991315,2063.654962064198,2,1985,medmed
1985-03-31T00:00:00Z,13726.913819798716,2336.92762076569,3,1985,medmed
1985-04-30T00:00:00Z,9506.567474617937,2845.8403089693743,4,1985,lomed
1985-05-31T00:00:00Z,14084.113228958813,2460.707100482257,5,1985,medmed
1985-06-30T00:00:00Z,13161.100827092878,1655.6426618437392,6,1985,lolo
1985-12-31T00:00:00Z,14854.382489024258,1826.5780865733166,12,1985,medlo
1986-01-31T00:00:00Z,26030.97041609758,1943.5262442442195,1,1986,hilo
1986-02-28T00:00:00Z,81290.35024311086,22696.714396929343,2,1986,hihi
1986-03-31T00:00:00Z,71920.85873617021,26168.9426660069,3,1986,hihi
1986-04-30T00:00:00Z,16564.806547373675,13658.965969545412,4,1986,medhi
1986-05-31T00:00:00Z,12045.218977990342,9691.732829513148,5,1986,lohi
1986-06-30T00:00:00Z,10851.607581697534,4882.335339255585,6,1986,lohi
1986-12-31T00:00:00Z,11266.256833720525,1647.6736528848148,12,1986,lolo
1987-01-31T00:00:00Z,13453.143785618275,1948.361112154421,1,1987,medlo
1987-02-28T00:00:00Z,18841.357704745395,2528.3456736759695,2,1987,medmed
1987-03-31T00:00:00Z,23639.491160810427,2687.86302238529,3,1987,medmed
1987-04-30T00:00:00Z,13676.70398912439,2373.8200184197963,4,1987,medmed
1987-05-31T00:00:00Z,11757.741007471755,1841.8530378690657,5,1987,lolo
1987-06-30T00:00:00Z,14109.706259537743,1236.3848500922197,6,1987,medlo
1987-12-31T00:00:00Z,17935.000615510493,1337.7610052183181,12,1987,medlo
1988-01-31T00:00:00Z,26457.338447745016,1661.7339876775554,1,1988,hilo
1988-02-29T00:00:00Z,21648.6734877419,1775.532936835387,2,1988,medlo
1988-03-31T00:00:00Z,9438.673057054959,1825.8564345962234,3,1988,lolo
1988-04-30T00:00:00Z,7320.245822733482,2074.7972757940242,4,1988,lomed
1988-05-31T00:00:00Z,8924.374917168929,1558.4324749038294,5,1988,lolo
1988-06-30T00:00:00Z,11743.371960295033,1285.945143737541,6,1988,lolo
1988-12-31T00:00:00Z,9938.207305345892,1083.8581033358248,12,1988,lolo
1989-01-31T00:00:00Z,12139.240581915916,1341.5599229945283,1,1989,lolo
1989-02-28T00:00:00Z,11669.0187249364,1667.2262171402929,2,1989,lolo
1989-03-31T00:00:00Z,44175.957775937604,1922.6290432920523,3,1989,hilo
1989-04-30T00:00:00Z,20692.164509711307,1990.8405785967705,4,1989,medmed
1989-05-31T00:00:00Z,14834.855718194085,1588.0954142938774,5,1989,medlo
1989-06-30T00:00:00Z,14175.573032340459,1242.0039190209052,6,1989,medlo
1989-12-31T00:00:00Z,8303.016700233176,1138.1520886771207,12,1989,lolo
1990-01-31T00:00:00Z,18155.689806530077,1454.7771411578683,1,1990,medlo
1990-02-28T00:00:00Z,13128.878758412937,1712.215193615986,2,1990,lolo
1990-03-31T00:00:00Z,11531.121276233576,1645.708620518615,3,1990,lolo
1990-04-30T00:00:00Z,5966.061692117785,1881.0493396993295,4,1990,lolo
1990-05-31T00:00:00Z,9232.539781182688,1712.8681913869052,5,1990,lolo
1990-06-30T00:00:00Z,6092.325538300931,1187.692517818339,6,1990,lolo
1990-12-31T00:00:00Z,6171.550951176831,1039.346349957042,12,1990,lolo
1991-01-31T00:00:00Z,8932.386999149263,1241.1256394543618,1,1991,lolo
1991-02-28T00:00:00Z,9030.82720177081,1525.2155754206688,2,1991,lolo
1991-03-31T00:00:00Z,30712.872818741795,3297.9999949398643,3,1991,himed
1991-04-30T00:00:00Z,8467.041985441268,2110.721367765332,4,1991,lomed
1991-05-31T00:00:00Z,7720.5565475129615,1524.5801174441535,5,1991,lolo
1991-06-30T00:00:00Z,7138.6822440327505,1062.0782165343294,6,1991,lolo
1991-12-31T00:00:00Z,7486.507570041328,1026.2466804278963,12,1991,lolo
1992-01-31T00:00:00Z,9568.526715395565,1319.7090681652417,1,1992,lolo
1992-02-29T00:00:00Z,31155.75823258736,4862.302393237727,2,1992,hihi
1992-03-31T00:00:00Z,20260.39298048231,2469.5360887302036,3,1992,medmed
1992-04-30T00:00:00Z,8297.91105759704,2156.1328503760833,4,1992,lomed
1992-05-31T00:00:00Z,6943.799570045114,1551.2182258856615,5,1992,lolo
1992-06-30T00:00:00Z,6512.386726100349,1203.5406032415551,6,1992,lolo
1992-12-31T00:00:00Z,16364.552502502607,1207.3343796273532,12,1992,medlo
1993-01-31T00:00:00Z,57327.89775230372,5050.157119420606,1,1993,hihi
1993-02-28T00:00:00Z,51680.96863331919,3774.674808152654,2,1993,himed
1993-03-31T00:00:00Z,52107.60595934124,3795.491857728111,3,1993,himed
1993-04-30T00:00:00Z,30120.372845783404,5699.26339834708,4,1993,hihi
1993-05-31T00:00:00Z,20235.112044348385,4870.924483523193,5,1993,medhi
1993-06-30T00:00:00Z,18187.462834070553,3956.59029073425,6,1993,medmed
1993-12-31T00:00:00Z,13968.591501221717,1576.8819221947524,12,1993,medlo
1994-01-31T00:00:00Z,11685.039897430128,1707.4426951891105,1,1994,lolo
1994-02-28T00:00:00Z,20570.050053510113,2109.6316049082006,2,1994,medmed
1994-03-31T00:00:00Z,14097.000654618401,1907.1048117283428,3,1994,medlo
1994-04-30T00:00:00Z,10696.216108529414,2198.720196763496,4,1994,lomed
1994-05-31T00:00:00Z,9023.770289500626,1776.615369819602,5,1994,lolo
1994-06-30T00:00:00Z,14109.704787164334,998.307819897102,6,1994,medlo
1994-12-31T00:00:00Z,15579.950115512907,1039.0171838256342,12,1994,medlo
1995-01-31T00:00:00Z,71138.09279191463,3783.1172644664493,1,1995,himed
1995-02-28T00:00:00Z,53682.2157871006,2398.5927581701944,2,1995,himed
1995-03-31T00:00:00Z,78465.08982293782,14942.52795125626,3,1995,hihi
1995-04-30T00:00:00Z,54434.2602524033,13493.024873110779,4,1995,hihi
1995-05-31T00:00:00Z,53830.732203278974,19898.90533683017,5,1995,hihi
1995-06-30T00:00:00Z,23108.20646364889,13791.719614652946,6,1995,medhi
1995-12-31T00:00:00Z,27921.741304201256,2088.0333263992793,12,1995,himed
1996-01-31T00:00:00Z,39052.31928637524,2794.8447622505114,1,1996,himed
1996-02-29T00:00:00Z,74510.98877999432,13690.408666949403,2,1996,hihi
1996-03-31T00:00:00Z,59230.98088734545,10678.877223859454,3,1996,hihi
1996-04-30T00:00:00Z,30093.426771770326,9397.063554253524,4,1996,hihi
1996-05-31T00:00:00Z,39057.04290447802,7014.181036503744,5,1996,hihi
1996-06-30T00:00:00Z,12963.128705573075,3144.7495943603935,6,1996,lomed
1996-12-31T00:00:00Z,65569.08147372746,18012.265565099504,12,1996,hihi
1997-01-31T00:00:00Z,79263.5530995618,61005.00782318483,1,1997,hihi
1997-02-28T00:00:00Z,50984.75790696085,19905.320428287636,2,1997,hihi
1997-03-31T00:00:00Z,18790.652091987602,9659.365104250724,3,1997,medhi
1997-04-30T00:00:00Z,11774.335619451433,8193.154616378397,4,1997,lohi
1997-05-31T00:00:00Z,10494.098730981932,5479.108434864345,5,1997,lohi
1997-06-30T00:00:00Z,15005.99402466463,3694.435115622002,6,1997,medmed
1997-12-31T00:00:00Z,18716.161696405517,1906.9955749974001,12,1997,medlo
1998-01-31T00:00:00Z,57473.625845030816,4682.176159084777,1,1998,hihi
1998-02-28T00:00:00Z,84689.22344830068,27178.825594487647,2,1998,hihi
1998-03-31T00:00:00Z,67913.66865326399,14792.659803673896,3,1998,hihi
1998-04-30T00:00:00Z,38919.265413057656,15917.998789629155,4,1998,hihi
1998-05-31T00:00:00Z,50891.713502940394,17333.372123433568,5,1998,hihi
1998-06-30T00:00:00Z,40877.8395299269,17779.16101339766,6,1998,hihi
1998-12-31T00:00:00Z,36197.360619558356,2445.2827266583145,12,1998,himed
1999-01-31T00:00:00Z,37515.28357330332,4680.360907975899,1,1999,hihi
1999-02-28T00:00:00Z,74102.93750553275,11865.052801288246,2,1999,hihi
1999-03-31T00:00:00Z,57271.22971714649,6824.036607788683,3,1999,hihi
1999-04-30T00:00:00Z,20194.63489701324,6624.91101039111,4,1999,medhi
1999-05-31T00:00:00Z,14708.359198325275,5059.250329959533,5,1999,medhi
1999-06-30T00:00:00Z,12537.574549912872,3078.1350931837824,6,1999,lomed
1999-12-31T00:00:00Z,10111.997476998342,1372.4076728826956,12,1999,lolo
2000-01-31T00:00:00Z,24405.522800687057,3533.8116258159002,1,2000,medmed
2000-02-29T00:00:00Z,73350.00791727584,15856.799093885033,2,2000,hihi
2000-03-31T00:00:00Z,60666.605517291115,9969.546034002151,3,2000,hihi
2000-04-30T00:00:00Z,15817.924833845624,8611.570670710329,4,2000,medhi
2000-05-31T00:00:00Z,12411.571320347615,5345.790621644271,5,2000,lohi
2000-06-30T00:00:00Z,13889.217439895649,2629.83408756971,6,2000,medmed
2000-12-31T00:00:00Z,9972.970557593362,1386.297415980603,12,2000,lolo
2001-01-31T00:00:00Z,16139.80614200814,1909.4629028623642,1,2001,medlo
2001-02-28T00:00:00Z,21928.906530464516,2100.8246905280444,2,2001,medmed
2001-03-31T00:00:00Z,21761.86019295823,2482.2613648319657,3,2001,medmed
2001-04-30T00:00:00Z,10605.266679293707,2719.3591636445235,4,2001,lomed
2001-05-31T00:00:00Z,12268.856342266079,2320.3881078312866,5,2001,lomed
2001-06-30T00:00:00Z,11655.782114648524,1495.8135228333274,6,2001,lolo
2001-12-31T00:00:00Z,35570.854587060276,1642.5282827949493,12,2001,hilo
2002-01-31T00:00:00Z,43643.69721790088,2309.7712583579123,1,2002,himed
2002-02-28T00:00:00Z,19854.846859880043,1950.353576533842,2,2002,medlo
2002-03-31T00:00:00Z,18991.249758397775,2047.7094348272437,3,2002,medmed
2002-04-30T00:00:00Z,11786.140166589192,2585.5589519726655,4,2002,lomed
2002-05-31T00:00:00Z,11056.85527151649,2258.81101580506,5,2002,lomed
2002-06-30T00:00:00Z,13467.456739938869,1483.2261673921464,6,2002,medlo
2002-12-31T00:00:00Z,37325.97103761147,3022.4635672706677,12,2002,himed
2003-01-31T00:00:00Z,53784.99101816514,1767.131899738923,1,2003,hilo
2003-02-28T00:00:00Z,24402.98296003917,1923.2855467594893,2,2003,medlo
2003-03-31T00:00:00Z,21849.93963495683,2081.7000003989565,3,2003,medmed
2003-04-30T00:00:00Z,30725.934230684252,2904.311207068963,4,2003,himed
2003-05-31T00:00:00Z,32835.58526107211,2405.075090778432,5,2003,himed
2003-06-30T00:00:00Z,13956.528216939665,1615.6371973585565,6,2003,medlo
2003-12-31T00:00:00Z,27620.93752868317,1421.206293564263,12,2003,hilo
2004-01-31T00:00:00Z,35014.77109481721,1657.411939294853,1,2004,hilo
2004-02-29T00:00:00Z,57296.885695883604,2221.4656224271725,2,2004,himed
2004-03-31T00:00:00Z,42864.365382859774,2265.5371480983586,3,2004,himed
2004-04-30T00:00:00Z,15402.205393204116,2739.193164836513,4,2004,medmed
2004-05-31T00:00:00Z,10573.27465082477,2382.0291881154367,5,2004,lomed
2004-06-30T00:00:00Z,16166.44323224273,1612.0634551938665,6,2004,medlo
2004-12-31T00:00:00Z,19704.182981624504,2308.301976532614,12,2004,medmed
2005-01-31T00:00:00Z,35332.66276320536,3780.4597961889244,1,2005,himed
2005-02-28T00:00:00Z,24008.238828370435,6034.196171075986,2,2005,medhi
2005-03-31T00:00:00Z,28959.644151198052,10123.04730294902,3,2005,hihi
2005-04-30T00:00:00Z,15771.092291850657,10179.339945354055,4,2005,medhi
2005-05-31T00:00:00Z,41805.952234245575,14437.423983506978,5,2005,hihi
2005-06-30T00:00:00Z,21458.060360391326,9547.780694488112,6,2005,medhi
2005-12-31T00:00:00Z,53062.45556719803,5319.387520331485,12,2005,hihi
2006-01-31T00:00:00Z,73067.27272908401,12021.882680118568,1,2006,hihi
2006-02-28T00:00:00Z,50611.79506474678,9028.432213786504,2,2006,hihi
2006-03-31T00:00:00Z,70822.87958157943,12825.390201308599,3,2006,hihi
2006-04-30T00:00:00Z,78031.12376931445,22093.653138190053,4,2006,hihi
2006-05-31T00:00:00Z,29469.059631714546,27017.06937605562,5,2006,hihi
2006-06-30T00:00:00Z,12876.154823475355,8673.446282613373,6,2006,lohi
2006-12-31T00:00:00Z,20106.01387340069,1999.3615211620966,12,2006,medmed
2007-01-31T00:00:00Z,10919.117296869284,2081.769782993447,1,2007,lomed
2007-02-28T00:00:00Z,24487.164730549204,3179.90083049374,2,2007,medmed
2007-03-31T00:00:00Z,14865.970766722809,2525.1142157687095,3,2007,medmed
2007-04-30T00:00:00Z,11168.405807152822,2661.809336030563,4,2007,lomed
2007-05-31T00:00:00Z,13342.796123340138,2120.721116364887,5,2007,lomed
2007-06-30T00:00:00Z,13571.46790981097,1408.0194861636749,6,2007,medlo
2007-12-31T00:00:00Z,11856.487709269863,1234.8487367910004,12,2007,lolo
2008-01-31T00:00:00Z,24287.628338388353,2477.344941730719,1,2008,medmed
2008-02-29T00:00:00Z,23244.05353013342,2143.971335038065,2,2008,medmed
2008-03-31T00:00:00Z,18068.110035634174,2008.4871647300367,3,2008,medmed
2008-04-30T00:00:00Z,11927.430636302008,2534.159615965085,4,2008,lomed
2008-05-31T00:00:00Z,10391.123553330628,1897.700716391485,5,2008,lolo
2008-06-30T00:00:00Z,13681.906050615136,1159.8000286567828,6,2008,medlo
2008-12-31T00:00:00Z,9318.980565038573,1218.0713416173664,12,2008,lolo
2009-01-31T00:00:00Z,8395.430512163997,1601.2777536446424,1,2009,lolo
2009-02-28T00:00:00Z,23844.560955357207,1968.7086955324476,2,2009,medlo
2009-03-31T00:00:00Z,25214.757346967428,1979.6378722847278,3,2009,hilo
2009-04-30T00:00:00Z,17131.84502371506,3108.7111801164247,4,2009,medmed
2009-05-31T00:00:00Z,9662.299638253768,2491.7875579708802,5,2009,lomed
2009-06-30T00:00:00Z,16090.041833277153,1591.1279404563331,6,2009,medlo
2009-12-31T00:00:00Z,10006.89935823422,1422.4323785628878,12,2009,lolo
2010-01-31T00:00:00Z,27241.605732040913,2867.699234382951,1,2010,himed
2010-02-28T00:00:00Z,27421.302020527477,2579.818928511423,2,2010,himed
2010-03-31T00:00:00Z,19993.656455930945,2601.93920580483,3,2010,medmed
2010-04-30T00:00:00Z,23326.969432898466,6176.380990994221,4,2010,medhi
2010-05-31T00:00:00Z,18891.825354720593,4107.531004995272,5,2010,medhi
2010-06-30T00:00:00Z,12968.084469551794,4277.759427516273,6,2010,lohi
2010-12-31T00:00:00Z,51282.32635348183,11856.358870636102,12,2010,hihi
2011-01-31T00:00:00Z,30525.657342967654,9406.428505830181,1,2011,hihi
2011-02-28T00:00:00Z,31150.504286255265,9632.89262074853,2,2011,hihi
2011-03-31T00:00:00Z,70047.22440575038,18324.75202444222,3,2011,hihi
2011-04-30T00:00:00Z,40411.417306322204,14434.05133839093,4,2011,hihi
2011-05-31T00:00:00Z,30993.44912390255,12758.17503627111,5,2011,hihi
2011-06-30T00:00:00Z,30883.22229741034,10363.745999970295,6,2011,hihi
2011-12-31T00:00:00Z,12454.958630872377,1835.7973983585998,12,2011,lolo
2012-01-31T00:00:00Z,13969.176435185502,2157.6950329964698,1,2012,medmed
2012-02-29T00:00:00Z,13896.22045881038,2201.2692238068366,2,2012,medmed
2012-03-31T00:00:00Z,23516.218402021317,2508.215126558617,3,2012,medmed
2012-04-30T00:00:00Z,19515.898719692672,2671.002303790781,4,2012,medmed
2012-05-31T00:00:00Z,13839.094805505392,2277.337577956173,5,2012,medmed
2012-06-30T00:00:00Z,13905.823885579199,1550.3908709962243,6,2012,medlo
2012-12-31T00:00:00Z,55309.88588726634,2543.401481861658,12,2012,himed
2013-01-31T00:00:00Z,22313.19755341405,1653.5047462768393,1,2013,medlo
2013-02-28T00:00:00Z,21326.599731417158,1838.7724945245664,2,2013,medlo
2013-03-31T00:00:00Z,12104.819215367834,1929.9205228430487,3,2013,lolo
2013-04-30T00:00:00Z,10949.396845451798,2144.178479334179,4,2013,lomed
2013-05-31T00:00:00Z,11347.678114683642,1684.5246436914672,5,2013,lolo
2013-06-30T00:00:00Z,14256.210027107705,1021.0676017086887,6,2013,medlo
2013-12-31T00:00:00Z,7041.090284603699,1160.3271387817488,12,2013,lolo
2014-01-31T00:00:00Z,8285.65041057372,1382.953489933537,1,2014,lolo
2014-02-28T00:00:00Z,14407.790498986016,1707.543753790744,2,2014,medlo
2014-03-31T00:00:00Z,17211.763819862506,1796.9218960121336,3,2014,medlo
2014-04-30T00:00:00Z,8618.405862387739,1968.584390321687,4,2014,lolo
2014-05-31T00:00:00Z,6961.235669927969,1255.8539434019578,5,2014,lolo
2014-06-30T00:00:00Z,6806.044508381258,890.1401153560658,6,2014,lolo
2014-12-31T00:00:00Z,37307.76161524962,2703.549895367357,12,2014,himed
2015-01-31T00:00:00Z,10770.472314004157,1571.472016389603,1,2015,lolo
2015-02-28T00:00:00Z,17903.60244146725,1824.742565764132,2,2015,medlo
2015-03-31T00:00:00Z,9636.285441976384,1713.1711134725515,3,2015,lolo
2015-04-30T00:00:00Z,6088.5139943560025,1841.8301861373213,4,2015,lolo
2015-05-31T00:00:00Z,6787.416953875441,1275.4240598510057,5,2015,lolo
2015-06-30T00:00:00Z,8511.52257732325,904.2360655891828,6,2015,lolo
2015-12-31T00:00:00Z,9662.509021308555,1272.704764241731,12,2015,lolo
2016-01-31T00:00:00Z,30187.518844899863,2750.763889690866,1,2016,himed
2016-02-29T00:00:00Z,20991.627035264064,2039.5414369074547,2,2016,medmed
2016-03-31T00:00:00Z,48881.59309739398,3224.2911718311243,3,2016,himed
2016-04-30T00:00:00Z,20538.130418465902,3337.4928445472865,4,2016,medmed
2016-05-31T00:00:00Z,10721.385005408252,2521.3834036914736,5,2016,lomed
2016-06-30T00:00:00Z,13488.8458198146,1580.3263474739501,6,2016,medlo
2016-12-31T00:00:00Z,39368.754368180744,1265.4858825148212,12,2016,hilo
2017-01-31T00:00:00Z,70431.99192833851,9721.97191844364,1,2017,hihi
2017-02-28T00:00:00Z,82557.75479894332,46005.15539565064,2,2017,hihi
2017-03-31T00:00:00Z,69582.19749042435,18592.181912978926,3,2017,hihi
2017-04-30T00:00:00Z,58913.766158142156,18177.05511257753,4,2017,hihi
2017-05-31T00:00:00Z,23519.682519966176,15334.874325894225,5,2017,medhi
2017-06-30T00:00:00Z,11574.942216617614,14454.061723260744,6,2017,lohi
2017-12-31T00:00:00Z,15362.961185450451,2018.7922360122645,12,2017,medmed
2018-01-31T00:00:00Z,20179.908082149483,2802.075699011017,1,2018,medmed
2018-02-28T00:00:00Z,13491.455585773241,2620.6651969904497,2,2018,medmed
2018-03-31T00:00:00Z,29788.32896623961,6056.127690009396,3,2018,hihi
2018-04-30T00:00:00Z,24988.503203900837,7016.703188536058,4,2018,hihi
2018-05-31T00:00:00Z,14709.06516251129,3895.5261900000446,5,2018,medmed
2018-06-30T00:00:00Z,11325.988063926528,2171.7986128391813,6,2018,lomed
2018-12-31T00:00:00Z,17944.37835225449,1449.713026977415,12,2018,medlo
2019-01-31T00:00:00Z,28474.78171304741,1905.4488463459363,1,2019,hilo
2019-02-28T00:00:00Z,70623.58505984618,6391.044849462533,2,2019,hihi
2019-03-31T00:00:00Z,74613.44344586361,9467.31034417247,3,2019,hihi
2019-04-30T00:00:00Z,47123.456213763,12000.55609049045,4,2019,hihi
2019-05-31T00:00:00Z,28886.78059320015,10319.783632363487,5,2019,hihi
2019-06-30T00:00:00Z,14534.549557776063,10425.24471404443,6,2019,medhi
2019-12-31T00:00:00Z,20244.041311659057,3985.150412600247,12,2019,medmed
2020-01-31T00:00:00Z,15148.486934322165,2600.7117098901654,1,2020,medmed
2020-02-29T00:00:00Z,14833.431459782796,2402.741134456351,2,2020,medmed
2020-03-31T00:00:00Z,12197.569056390721,2400.911670838885,3,2020,lomed
2020-04-30T00:00:00Z,9549.325478388088,2518.664156455133,4,2020,lomed
2020-05-31T00:00:00Z,12441.772290780169,2009.97381180618,5,2020,lomed
2020-06-30T00:00:00Z,13746.821212030152,1344.4360577046157,6,2020,medlo
2020-12-31T00:00:00Z,11872.10172917173,1227.9407583783463,12,2020,lolo
2021-01-31T00:00:00Z,5981.003327821275,4380.566330625479,1,2021,lohi
2021-02-28T00:00:00Z,13517.670241318607,2207.49515135862,2,2021,medmed
2021-03-31T00:00:00Z,8066.749458899825,1973.2658517662342,3,2021,lolo
2021-04-30T00:00:00Z,5456.257808238346,2001.4118011904538,4,2021,lomed
2021-05-31T00:00:00Z,6467.677746573456,1308.0724941348114,5,2021,lolo
2021-06-30T00:00:00Z,11109.6090310651,995.9068404977095,6,2021,lolo
